dot1xPaePortCapabilities.1 = 
dot1xPaePortCapabilities.2 = 
dot1xPaePortCapabilities.3 = 
dot1xPaePortCapabilities.4 = 
dot1xPaePortCapabilities.5 = 
dot1xPaePortCapabilities.6 = 
dot1xPaePortCapabilities.7 = 
dot1xPaePortCapabilities.8 = 
dot1xPaePortCapabilities.9 = 
dot1xPaePortCapabilities.10 = 
dot1qFdbDynamicCount.201 = 0
dot1qFdbDynamicCount.202 = 0
dot1qFdbDynamicCount.203 = 0
dot1qFdbDynamicCount.204 = 0
dot1qFdbDynamicCount.205 = 0
dot1qFdbDynamicCount.206 = 0
dot1qFdbDynamicCount.207 = 0
dot1qFdbDynamicCount.208 = 0
dot1qFdbDynamicCount.209 = 0
dot1qFdbDynamicCount.210 = 0
dot1qFdbDynamicCount.211 = 0
dot1qFdbDynamicCount.212 = 0
dot1qFdbDynamicCount.213 = 0
dot1qFdbDynamicCount.214 = 0
dot1qFdbDynamicCount.215 = 0
dot1qFdbDynamicCount.216 = 0
dot1qFdbDynamicCount.217 = 0
dot1qFdbDynamicCount.218 = 0
dot1qFdbDynamicCount.219 = 0
dot1qFdbDynamicCount.220 = 0
dot1qFdbDynamicCount.221 = 0
dot1qFdbDynamicCount.222 = 0
dot1qFdbDynamicCount.223 = 0
dot1qFdbDynamicCount.224 = 0
dot1qFdbDynamicCount.225 = 0
dot1qFdbDynamicCount.226 = 0
dot1qFdbDynamicCount.227 = 0
dot1qFdbDynamicCount.228 = 0
dot1qFdbDynamicCount.229 = 0
dot1qFdbDynamicCount.230 = 0
dot1qFdbDynamicCount.231 = 0
dot1qFdbDynamicCount.232 = 0
dot1qFdbDynamicCount.233 = 0
dot1qFdbDynamicCount.234 = 0
dot1qFdbDynamicCount.235 = 0
dot1qFdbDynamicCount.236 = 0
dot1qFdbDynamicCount.237 = 0
dot1qFdbDynamicCount.238 = 0
dot1qFdbDynamicCount.239 = 0
dot1qFdbDynamicCount.240 = 0
dot1qFdbDynamicCount.241 = 0
dot1qFdbDynamicCount.242 = 0
[62;1H[2K-- MORE --, next page: Space, next line: Enter, quit: Control-C[62;1H[62;1H[2K[62;1H[1;62r[62;1Hdot1qFdbDynamicCount.243 = 0
dot1qFdbDynamicCount.244 = 0
dot1qFdbDynamicCount.245 = 0
dot1qFdbDynamicCount.246 = 0
dot1qFdbDynamicCount.247 = 0
dot1qFdbDynamicCount.248 = 0
dot1qFdbDynamicCount.249 = 0
dot1qFdbDynamicCount.250 = 0
dot1qFdbDynamicCount.251 = 0
dot1qFdbDynamicCount.252 = 0
dot1qFdbDynamicCount.253 = 0
dot1qFdbDynamicCount.254 = 0
dot1qFdbDynamicCount.255 = 0
dot1qFdbDynamicCount.256 = 0
dot1qTpFdbPort.1.132.52.151.243.28.0 = 0
dot1qTpFdbPort.2.120.41.237.89.191.34 = 10
dot1qTpFdbPort.2.132.52.151.243.28.0 = 0
dot1qTpFdbPort.3.0.28.194.27.134.203 = 10
dot1qTpFdbPort.3.0.36.177.2.118.71 = 10
dot1qTpFdbPort.3.4.185.227.63.150.86 = 10
dot1qTpFdbPort.3.24.180.48.114.24.64 = 10
dot1qTpFdbPort.3.28.242.154.14.114.151 = 10
dot1qTpFdbPort.3.38.232.86.44.182.153 = 10
dot1qTpFdbPort.3.56.200.4.133.83.152 = 10
dot1qTpFdbPort.3.56.200.4.133.83.172 = 10
dot1qTpFdbPort.3.62.248.177.61.102.30 = 10
dot1qTpFdbPort.3.68.97.50.10.61.254 = 10
dot1qTpFdbPort.3.68.97.50.40.85.129 = 10
dot1qTpFdbPort.3.84.175.151.51.250.158 = 10
dot1qTpFdbPort.3.84.175.151.52.0.9 = 10
dot1qTpFdbPort.3.86.122.142.127.173.57 = 10
dot1qTpFdbPort.3.86.163.158.219.141.100 = 10
dot1qTpFdbPort.3.90.69.61.239.2.83 = 10
dot1qTpFdbPort.3.98.9.230.92.122.205 = 10
dot1qTpFdbPort.3.102.27.227.0.154.64 = 10
dot1qTpFdbPort.3.102.137.122.123.176.222 = 10
dot1qTpFdbPort.3.126.87.217.29.200.144 = 10
dot1qTpFdbPort.3.130.130.106.57.157.3 = 10
dot1qTpFdbPort.3.132.52.151.243.28.0 = 0
dot1qTpFdbPort.3.134.132.248.217.175.76 = 10
dot1qTpFdbPort.3.140.206.78.136.239.176 = 10
dot1qTpFdbPort.3.152.237.92.188.33.109 = 10
dot1qTpFdbPort.3.160.208.91.72.209.0 = 10
dot1qTpFdbPort.3.168.74.99.29.21.100 = 10
dot1qTpFdbPort.3.172.241.8.110.126.200 = 10
dot1qTpFdbPort.3.172.241.8.183.89.108 = 10
dot1qTpFdbPort.3.180.176.36.105.21.208 = 10
dot1qTpFdbPort.3.200.41.200.105.225.18 = 10
dot1qTpFdbPort.3.214.28.180.165.130.106 = 10
dot1qTpFdbPort.3.216.235.70.121.74.20 = 10
dot1qTpFdbPort.3.224.247.40.171.67.197 = 10
dot1qTpFdbPort.3.226.115.243.184.114.107 = 10
dot1qTpFdbPort.3.230.17.80.150.120.178 = 10
dot1qTpFdbPort.3.244.207.162.113.215.49 = 10
dot1qTpFdbPort.3.248.63.81.211.72.161 = 10
dot1qTpFdbPort.4.0.25.112.147.198.4 = 10
dot1qTpFdbPort.4.0.35.104.245.97.158 = 10
dot1qTpFdbPort.4.0.224.76.14.116.77 = 10
dot1qTpFdbPort.4.64.131.222.47.222.7 = 10
dot1qTpFdbPort.4.132.52.151.243.28.0 = 0
dot1qTpFdbPort.4.148.24.130.161.228.11 = 10
[62;1H[2K-- MORE --, next page: Space, next line: Enter, quit: Control-C[62;1H[62;1H[2K[62;1H[1;62r[62;1Hdot1qTpFdbPort.4.160.136.105.54.253.158 = 7
dot1qTpFdbPort.4.166.89.50.132.170.138 = 10
dot1qTpFdbPort.5.108.161.0.84.125.149 = 10
dot1qTpFdbPort.5.132.52.151.243.28.0 = 0
dot1qTpFdbPort.5.146.253.91.203.214.3 = 10
dot1qTpFdbPort.5.148.24.130.161.228.11 = 10
dot1qTpFdbPort.5.152.95.211.217.162.67 = 10
dot1qTpFdbPort.5.184.49.181.119.113.65 = 10
dot1qTpFdbPort.5.192.51.94.19.30.49 = 10
dot1qTpFdbPort.5.220.251.72.85.85.85 = 7
dot1qTpFdbPort.5.244.109.63.74.209.152 = 7
dot1qTpFdbPort.6.116.162.230.238.131.160 = 10
dot1qTpFdbPort.6.132.52.151.243.28.0 = 0
dot1qTpFdbPort.6.148.24.130.161.228.11 = 10
dot1qTpFdbPort.6.200.41.200.105.225.18 = 10
dot1qTpFdbPort.6.204.70.214.92.108.129 = 10
dot1qTpFdbPort.7.0.30.234.0.45.68 = 10
dot1qTpFdbPort.7.80.45.244.51.88.227 = 10
dot1qTpFdbPort.7.132.52.151.243.28.0 = 0
dot1qTpFdbPort.8.0.64.140.177.65.218 = 10
dot1qTpFdbPort.8.0.64.140.177.65.225 = 10
dot1qTpFdbPort.8.0.64.140.177.68.77 = 10
dot1qTpFdbPort.8.0.64.140.177.68.84 = 10
dot1qTpFdbPort.8.0.64.140.186.203.158 = 10
dot1qTpFdbPort.8.0.64.140.211.133.0 = 10
dot1qTpFdbPort.8.0.64.140.218.1.83 = 10
dot1qTpFdbPort.8.0.64.140.218.14.84 = 10
dot1qTpFdbPort.8.0.64.140.218.99.151 = 10
dot1qTpFdbPort.8.0.64.140.218.152.81 = 10
dot1qTpFdbPort.8.0.64.140.218.152.88 = 10
dot1qTpFdbPort.8.0.64.140.218.172.206 = 10
dot1qTpFdbPort.8.0.64.140.235.13.226 = 10
dot1qTpFdbPort.8.0.64.140.240.209.64 = 10
dot1qTpFdbPort.8.68.168.66.32.239.19 = 10
dot1qTpFdbPort.8.132.52.151.243.28.0 = 0
dot1qTpFdbPort.8.148.24.130.161.228.11 = 10
dot1qTpFdbPort.8.172.204.142.21.101.249 = 10
dot1qTpFdbPort.8.172.204.142.21.117.11 = 10
dot1qTpFdbPort.8.172.204.142.21.135.89 = 10
dot1qTpFdbPort.8.172.204.142.21.135.109 = 10
dot1qTpFdbPort.8.172.204.142.21.163.201 = 10
dot1qTpFdbPort.8.172.204.142.23.231.59 = 10
dot1qTpFdbPort.8.172.204.142.23.231.240 = 10
dot1qTpFdbPort.8.172.204.142.23.232.230 = 10
dot1qTpFdbPort.9.0.15.229.3.140.215 = 10
dot1qTpFdbPort.9.0.17.50.177.181.206 = 10
dot1qTpFdbPort.9.0.21.93.10.33.4 = 10
dot1qTpFdbPort.9.0.21.93.10.33.5 = 10
dot1qTpFdbPort.9.0.21.93.10.33.17 = 10
dot1qTpFdbPort.9.0.21.93.10.33.22 = 10
dot1qTpFdbPort.9.0.21.93.10.33.26 = 10
dot1qTpFdbPort.9.0.21.93.10.34.4 = 10
dot1qTpFdbPort.9.0.21.93.10.34.10 = 10
dot1qTpFdbPort.9.0.21.93.10.34.25 = 10
dot1qTpFdbPort.9.0.21.93.65.46.11 = 10
dot1qTpFdbPort.9.0.21.93.65.46.12 = 10
dot1qTpFdbPort.9.0.21.93.65.46.13 = 10
dot1qTpFdbPort.9.20.2.236.110.236.100 = 10
dot1qTpFdbPort.9.68.168.66.32.239.20 = 10
dot1qTpFdbPort.9.132.52.151.243.28.0 = 0
dot1qTpFdbPort.9.148.24.130.161.228.11 = 10
[62;1H[2K-- MORE --, next page: Space, next line: Enter, quit: Control-C[62;1H[62;1H[2K[62;1H[1;62r[62;1Hdot1qTpFdbPort.9.180.122.241.19.180.129 = 10
dot1qTpFdbPort.9.180.122.241.20.79.175 = 10
dot1qTpFdbPort.9.200.41.200.105.225.48 = 10
dot1qTpFdbPort.10.0.0.188.5.105.75 = 10
dot1qTpFdbPort.10.0.0.188.43.177.228 = 10
dot1qTpFdbPort.10.0.0.188.89.163.22 = 10
dot1qTpFdbPort.10.0.0.188.98.94.175 = 10
dot1qTpFdbPort.10.0.0.188.98.128.153 = 10
dot1qTpFdbPort.10.0.0.188.98.129.56 = 10
dot1qTpFdbPort.10.0.0.188.98.129.197 = 10
dot1qTpFdbPort.10.0.0.188.98.129.233 = 10
dot1qTpFdbPort.10.0.0.188.98.130.7 = 10
dot1qTpFdbPort.10.0.0.188.98.130.75 = 10
dot1qTpFdbPort.10.0.0.188.100.84.220 = 10
dot1qTpFdbPort.10.0.0.188.100.186.115 = 10
dot1qTpFdbPort.10.0.0.188.102.217.31 = 10
dot1qTpFdbPort.10.0.0.188.102.217.144 = 10
dot1qTpFdbPort.10.0.0.188.179.205.218 = 10
dot1qTpFdbPort.10.0.0.188.183.114.147 = 10
dot1qTpFdbPort.10.0.0.188.200.133.130 = 10
dot1qTpFdbPort.10.0.0.188.201.6.106 = 10
dot1qTpFdbPort.10.0.0.188.201.12.221 = 10
dot1qTpFdbPort.10.0.0.188.201.30.126 = 10
dot1qTpFdbPort.10.0.0.188.201.30.193 = 10
dot1qTpFdbPort.10.0.0.188.201.105.18 = 10
dot1qTpFdbPort.10.0.0.188.204.181.32 = 10
dot1qTpFdbPort.10.0.0.188.205.73.57 = 10
dot1qTpFdbPort.10.0.0.188.205.93.138 = 10
dot1qTpFdbPort.10.0.0.188.205.133.7 = 10
dot1qTpFdbPort.10.0.0.188.206.188.25 = 10
dot1qTpFdbPort.10.0.0.188.209.19.187 = 10
dot1qTpFdbPort.10.0.0.188.209.74.33 = 10
dot1qTpFdbPort.10.0.0.188.209.199.174 = 10
dot1qTpFdbPort.10.0.1.46.88.160.204 = 10
dot1qTpFdbPort.10.0.1.252.10.28.70 = 10
dot1qTpFdbPort.10.0.2.1.9.117.124 = 10
dot1qTpFdbPort.10.0.2.1.13.65.173 = 10
dot1qTpFdbPort.10.0.2.1.98.35.194 = 10
dot1qTpFdbPort.10.0.2.1.103.5.39 = 10
dot1qTpFdbPort.10.0.2.1.103.9.66 = 10
dot1qTpFdbPort.10.0.3.45.73.33.197 = 10
dot1qTpFdbPort.10.0.3.45.74.123.174 = 10
dot1qTpFdbPort.10.0.12.26.0.14.8 = 10
dot1qTpFdbPort.10.0.12.41.4.8.235 = 10
dot1qTpFdbPort.10.0.12.41.9.165.185 = 10
dot1qTpFdbPort.10.0.12.41.13.150.211 = 10
dot1qTpFdbPort.10.0.12.41.48.36.95 = 10
dot1qTpFdbPort.10.0.12.41.53.99.186 = 10
dot1qTpFdbPort.10.0.12.41.90.152.85 = 10
dot1qTpFdbPort.10.0.12.41.100.182.203 = 10
dot1qTpFdbPort.10.0.12.41.232.140.20 = 10
dot1qTpFdbPort.10.0.13.30.0.98.113 = 10
dot1qTpFdbPort.10.0.13.30.0.98.114 = 10
dot1qTpFdbPort.10.0.13.30.0.98.117 = 10
dot1qTpFdbPort.10.0.13.30.0.98.118 = 10
dot1qTpFdbPort.10.0.13.30.0.98.126 = 10
dot1qTpFdbPort.10.0.13.141.178.0.72 = 10
dot1qTpFdbPort.10.0.15.135.0.16.9 = 10
dot1qTpFdbPort.10.0.15.135.0.179.168 = 10
dot1qTpFdbPort.10.0.21.93.10.33.15 = 10
dot1qTpFdbPort.10.0.21.93.10.33.23 = 10
[62;1H[2K-- MORE --, next page: Space, next line: Enter, quit: Control-C[62;1H[62;1H[2K[62;1H[1;62r[62;1Hdot1qTpFdbPort.10.0.21.93.10.34.2 = 10
dot1qTpFdbPort.10.0.21.93.10.34.3 = 10
dot1qTpFdbPort.10.0.21.93.10.34.12 = 10
dot1qTpFdbPort.10.0.21.93.41.101.2 = 10
dot1qTpFdbPort.10.0.21.93.65.46.14 = 10
dot1qTpFdbPort.10.0.21.93.132.184.5 = 10
dot1qTpFdbPort.10.0.29.156.168.8.43 = 10
dot1qTpFdbPort.10.0.29.156.208.222.129 = 10
dot1qTpFdbPort.10.0.29.156.212.60.72 = 10
dot1qTpFdbPort.10.0.29.156.212.60.82 = 10
dot1qTpFdbPort.10.0.29.156.220.72.127 = 10
dot1qTpFdbPort.10.0.29.156.220.72.190 = 10
dot1qTpFdbPort.10.0.29.156.221.147.199 = 10
dot1qTpFdbPort.10.0.29.156.225.198.232 = 10
dot1qTpFdbPort.10.0.29.156.226.144.183 = 10
dot1qTpFdbPort.10.0.29.156.230.142.180 = 10
dot1qTpFdbPort.10.0.29.156.230.174.138 = 10
dot1qTpFdbPort.10.0.29.156.232.134.228 = 10
dot1qTpFdbPort.10.0.29.156.233.158.213 = 10
dot1qTpFdbPort.10.0.29.156.234.228.179 = 10
dot1qTpFdbPort.10.0.34.77.31.105.148 = 10
dot1qTpFdbPort.10.0.34.77.215.190.204 = 10
dot1qTpFdbPort.10.0.48.24.2.233.179 = 10
dot1qTpFdbPort.10.0.48.24.198.130.57 = 10
dot1qTpFdbPort.10.0.128.244.170.243.246 = 10
dot1qTpFdbPort.10.52.192.249.111.102.128 = 10
dot1qTpFdbPort.10.52.192.249.165.92.167 = 10
dot1qTpFdbPort.10.52.192.249.165.94.107 = 10
dot1qTpFdbPort.10.52.192.249.251.205.0 = 10
dot1qTpFdbPort.10.60.236.239.110.126.210 = 10
dot1qTpFdbPort.10.60.236.239.110.126.211 = 10
dot1qTpFdbPort.10.60.236.239.110.128.195 = 10
dot1qTpFdbPort.10.92.136.22.155.106.216 = 10
dot1qTpFdbPort.10.92.136.22.167.84.243 = 10
dot1qTpFdbPort.10.92.136.22.167.86.121 = 10
dot1qTpFdbPort.10.92.136.22.184.144.140 = 10
dot1qTpFdbPort.10.92.136.22.184.144.141 = 10
dot1qTpFdbPort.10.92.136.22.184.147.209 = 10
dot1qTpFdbPort.10.92.136.22.232.212.162 = 10
dot1qTpFdbPort.10.92.136.22.235.221.118 = 10
dot1qTpFdbPort.10.92.136.22.254.57.224 = 10
dot1qTpFdbPort.10.112.133.194.223.68.223 = 10
dot1qTpFdbPort.10.112.133.194.241.164.229 = 10
dot1qTpFdbPort.10.120.242.158.144.65.54 = 10
dot1qTpFdbPort.10.120.242.158.144.127.234 = 10
dot1qTpFdbPort.10.120.242.158.144.163.170 = 10
dot1qTpFdbPort.10.120.242.158.145.1.209 = 10
dot1qTpFdbPort.10.124.203.13.0.3.88 = 10
dot1qTpFdbPort.10.124.203.13.8.30.157 = 10
dot1qTpFdbPort.10.132.52.151.243.28.0 = 0
dot1qTpFdbPort.10.140.220.212.82.248.16 = 10
dot1qTpFdbPort.10.168.161.89.15.136.67 = 10
dot1qTpFdbPort.10.168.161.89.55.179.34 = 10
dot1qTpFdbPort.10.168.161.89.104.181.58 = 10
dot1qTpFdbPort.10.168.161.89.172.182.153 = 10
dot1qTpFdbPort.10.168.161.89.208.165.124 = 10
dot1qTpFdbPort.10.184.174.237.114.104.203 = 10
dot1qTpFdbPort.10.184.174.237.116.150.188 = 10
dot1qTpFdbPort.10.184.174.237.118.76.147 = 10
dot1qTpFdbPort.10.196.52.107.96.35.6 = 10
dot1qTpFdbPort.10.200.41.200.105.225.22 = 10
[62;1H[2K-- MORE --, next page: Space, next line: Enter, quit: Control-C[62;1H[62;1H[2K[62;1H[1;62r[62;1Hdot1qTpFdbPort.10.220.254.7.224.200.92 = 10
dot1qTpFdbPort.10.220.254.7.225.33.54 = 10
dot1qTpFdbPort.10.220.254.7.225.33.113 = 10
dot1qTpFdbPort.10.228.144.105.160.36.100 = 10
dot1qTpFdbPort.10.228.144.105.167.75.180 = 10
dot1qTpFdbPort.10.228.144.105.170.56.83 = 10
dot1qTpFdbPort.10.244.84.51.82.142.1 = 10
dot1qTpFdbPort.10.244.84.51.83.243.100 = 10
dot1qTpFdbPort.10.244.84.51.154.213.219 = 10
dot1qTpFdbPort.10.244.84.51.154.228.27 = 10
dot1qTpFdbPort.10.244.84.51.157.187.60 = 10
dot1qTpFdbPort.10.244.84.51.157.188.191 = 10
dot1qTpFdbPort.10.244.84.51.160.14.171 = 10
dot1qTpFdbPort.10.244.84.51.165.9.113 = 10
dot1qTpFdbPort.10.244.84.51.173.188.207 = 10
dot1qTpFdbPort.10.244.84.51.242.73.50 = 10
dot1qTpFdbPort.10.244.84.51.242.73.104 = 10
dot1qTpFdbPort.10.244.84.51.248.23.68 = 10
dot1qTpFdbPort.11.0.16.73.48.44.239 = 8
dot1qTpFdbPort.11.0.16.73.85.83.141 = 10
dot1qTpFdbPort.11.0.16.73.85.83.146 = 10
dot1qTpFdbPort.11.0.16.73.85.93.65 = 10
dot1qTpFdbPort.11.132.52.151.243.28.0 = 0
dot1qTpFdbPort.11.136.21.68.204.86.120 = 10
dot1qTpFdbPort.11.148.24.130.161.228.11 = 10
dot1qTpFdbPort.12.132.52.151.243.28.0 = 0
dot1qTpFdbPort.13.132.52.151.243.28.0 = 0
dot1qTpFdbPort.14.0.7.77.70.10.52 = 10
dot1qTpFdbPort.14.0.7.77.71.217.97 = 10
dot1qTpFdbPort.14.0.20.194.196.232.102 = 10
dot1qTpFdbPort.14.0.24.133.17.222.216 = 10
dot1qTpFdbPort.14.0.64.88.27.228.54 = 10
dot1qTpFdbPort.14.24.102.218.1.179.156 = 10
dot1qTpFdbPort.14.28.193.222.21.24.13 = 10
dot1qTpFdbPort.14.100.82.153.14.248.70 = 10
dot1qTpFdbPort.14.132.52.151.243.28.0 = 0
dot1qTpFdbPort.14.136.21.68.204.91.216 = 10
dot1qTpFdbPort.14.148.24.130.161.228.11 = 10
dot1qTpFdbPort.14.152.231.244.166.64.183 = 10
dot1qTpFdbPort.14.164.187.109.196.225.2 = 10
dot1qTpFdbPort.14.172.145.161.125.99.148 = 10
dot1qTpFdbPort.14.200.150.101.242.209.235 = 10
dot1qTpFdbPort.14.204.72.58.157.49.31 = 10
dot1qTpFdbPort.14.204.72.58.158.204.17 = 10
dot1qTpFdbPort.14.220.254.7.224.200.29 = 10
dot1qTpFdbPort.14.220.254.7.224.200.68 = 10
dot1qTpFdbPort.14.220.254.7.225.33.18 = 10
dot1qTpFdbPort.14.220.254.7.225.33.42 = 10
dot1qTpFdbPort.14.224.85.61.67.8.96 = 10
dot1qTpFdbPort.14.224.85.61.68.154.208 = 10
dot1qTpFdbPort.14.224.85.61.68.154.224 = 10
dot1qTpFdbPort.14.224.85.61.68.157.16 = 10
dot1qTpFdbPort.14.224.85.61.245.1.224 = 10
dot1qTpFdbPort.14.224.85.61.245.36.160 = 10
dot1qTpFdbPort.14.228.84.232.126.135.168 = 5
dot1qTpFdbPort.14.240.159.194.21.129.146 = 10
dot1qTpFdbPort.15.0.7.77.61.207.153 = 10
dot1qTpFdbPort.15.0.7.77.71.217.140 = 10
dot1qTpFdbPort.15.0.7.77.71.217.147 = 10
dot1qTpFdbPort.15.0.15.229.4.201.25 = 10
dot1qTpFdbPort.15.0.21.93.10.33.9 = 10
[62;1H[2K-- MORE --, next page: Space, next line: Enter, quit: Control-C[62;1H[62;1H[2K[62;1H[1;62r[62;1Hdot1qTpFdbPort.15.0.21.93.10.34.11 = 10
dot1qTpFdbPort.15.0.21.93.10.34.14 = 10
dot1qTpFdbPort.15.0.24.10.4.246.38 = 10
dot1qTpFdbPort.15.0.24.10.35.223.70 = 10
dot1qTpFdbPort.15.0.24.10.35.232.70 = 10
dot1qTpFdbPort.15.0.24.10.35.246.98 = 10
dot1qTpFdbPort.15.0.24.10.35.246.250 = 10
dot1qTpFdbPort.15.0.24.10.35.247.88 = 10
dot1qTpFdbPort.15.0.24.10.35.248.134 = 10
dot1qTpFdbPort.15.0.27.235.78.95.131 = 10
dot1qTpFdbPort.15.0.30.198.5.35.166 = 10
dot1qTpFdbPort.15.0.64.88.27.228.24 = 10
dot1qTpFdbPort.15.0.64.88.27.228.132 = 10
dot1qTpFdbPort.15.0.64.88.27.228.136 = 10
dot1qTpFdbPort.15.0.64.88.27.229.0 = 10
dot1qTpFdbPort.15.0.64.88.27.229.5 = 10
dot1qTpFdbPort.15.0.128.163.164.238.102 = 10
dot1qTpFdbPort.15.0.128.244.170.220.20 = 10
dot1qTpFdbPort.15.0.144.232.57.165.9 = 10
dot1qTpFdbPort.15.0.192.183.74.26.25 = 10
dot1qTpFdbPort.15.0.192.183.131.46.210 = 10
dot1qTpFdbPort.15.24.102.218.2.42.90 = 10
dot1qTpFdbPort.15.28.193.222.132.127.108 = 10
dot1qTpFdbPort.15.36.90.76.24.100.207 = 10
dot1qTpFdbPort.15.40.22.168.9.90.228 = 10
dot1qTpFdbPort.15.48.225.113.103.47.122 = 10
dot1qTpFdbPort.15.48.225.113.103.47.238 = 10
dot1qTpFdbPort.15.48.225.113.106.112.200 = 10
dot1qTpFdbPort.15.48.225.113.106.128.70 = 10
dot1qTpFdbPort.15.72.186.78.53.243.155 = 10
dot1qTpFdbPort.15.84.178.3.246.227.187 = 10
dot1qTpFdbPort.15.84.178.3.253.26.83 = 10
dot1qTpFdbPort.15.84.178.3.253.30.83 = 10
dot1qTpFdbPort.15.84.191.100.122.93.80 = 10
dot1qTpFdbPort.15.132.52.151.243.28.0 = 0
dot1qTpFdbPort.15.136.21.68.169.2.197 = 10
dot1qTpFdbPort.15.140.4.186.116.96.145 = 10
dot1qTpFdbPort.15.140.4.186.117.153.187 = 10
dot1qTpFdbPort.15.140.220.212.158.192.129 = 10
dot1qTpFdbPort.15.144.177.28.145.252.86 = 10
dot1qTpFdbPort.15.148.24.130.161.228.11 = 10
dot1qTpFdbPort.15.148.154.169.38.203.136 = 10
dot1qTpFdbPort.15.156.147.78.151.65.142 = 10
dot1qTpFdbPort.15.164.187.109.194.102.83 = 6
dot1qTpFdbPort.15.164.187.109.194.147.225 = 8
dot1qTpFdbPort.15.164.187.109.194.148.254 = 10
dot1qTpFdbPort.15.164.187.109.196.229.253 = 10
dot1qTpFdbPort.15.172.145.161.144.123.164 = 10
dot1qTpFdbPort.15.184.174.237.118.80.94 = 10
dot1qTpFdbPort.15.192.145.52.197.194.223 = 10
dot1qTpFdbPort.15.200.31.102.4.107.240 = 10
dot1qTpFdbPort.15.200.150.101.242.229.102 = 10
dot1qTpFdbPort.15.204.72.58.158.202.143 = 10
dot1qTpFdbPort.15.204.72.58.158.203.26 = 10
dot1qTpFdbPort.15.208.103.38.73.129.73 = 10
dot1qTpFdbPort.15.224.85.61.67.57.224 = 10
dot1qTpFdbPort.15.224.85.61.67.72.0 = 10
dot1qTpFdbPort.15.224.85.61.67.139.176 = 10
dot1qTpFdbPort.15.224.85.61.68.152.80 = 10
dot1qTpFdbPort.15.224.85.61.68.159.32 = 7
dot1qTpFdbPort.15.224.85.61.68.162.32 = 10
[62;1H[2K-- MORE --, next page: Space, next line: Enter, quit: Control-C[62;1H[62;1H[2K[62;1H[1;62r[62;1Hdot1qTpFdbPort.15.224.85.61.68.249.208 = 10
dot1qTpFdbPort.15.224.85.61.69.60.160 = 10
dot1qTpFdbPort.15.224.85.61.245.188.48 = 10
dot1qTpFdbPort.15.228.84.232.85.62.7 = 10
dot1qTpFdbPort.15.228.84.232.88.16.29 = 10
dot1qTpFdbPort.15.228.84.232.89.75.142 = 10
dot1qTpFdbPort.15.228.84.232.89.154.158 = 10
dot1qTpFdbPort.15.228.84.232.90.89.94 = 10
dot1qTpFdbPort.15.228.84.232.90.94.56 = 10
dot1qTpFdbPort.15.228.84.232.126.124.6 = 10
dot1qTpFdbPort.15.228.84.232.237.176.208 = 10
dot1qTpFdbPort.15.240.29.188.151.118.105 = 10
dot1qTpFdbPort.15.240.29.188.154.28.180 = 10
dot1qTpFdbPort.15.244.238.8.201.131.188 = 10
dot1qTpFdbStatus.1.132.52.151.243.28.0 = 4
dot1qTpFdbStatus.2.120.41.237.89.191.34 = 3
dot1qTpFdbStatus.2.132.52.151.243.28.0 = 4
dot1qTpFdbStatus.3.0.28.194.27.134.203 = 3
dot1qTpFdbStatus.3.0.36.177.2.118.71 = 3
dot1qTpFdbStatus.3.4.185.227.63.150.86 = 3
dot1qTpFdbStatus.3.24.180.48.114.24.64 = 3
dot1qTpFdbStatus.3.28.242.154.14.114.151 = 3
dot1qTpFdbStatus.3.38.232.86.44.182.153 = 3
dot1qTpFdbStatus.3.56.200.4.133.83.152 = 3
dot1qTpFdbStatus.3.56.200.4.133.83.172 = 3
dot1qTpFdbStatus.3.62.248.177.61.102.30 = 3
dot1qTpFdbStatus.3.68.97.50.10.61.254 = 3
dot1qTpFdbStatus.3.68.97.50.40.85.129 = 3
dot1qTpFdbStatus.3.84.175.151.51.250.158 = 3
dot1qTpFdbStatus.3.84.175.151.52.0.9 = 3
dot1qTpFdbStatus.3.86.122.142.127.173.57 = 3
dot1qTpFdbStatus.3.86.163.158.219.141.100 = 3
dot1qTpFdbStatus.3.90.69.61.239.2.83 = 3
dot1qTpFdbStatus.3.98.9.230.92.122.205 = 3
dot1qTpFdbStatus.3.102.27.227.0.154.64 = 3
dot1qTpFdbStatus.3.102.137.122.123.176.222 = 3
dot1qTpFdbStatus.3.126.87.217.29.200.144 = 3
dot1qTpFdbStatus.3.130.130.106.57.157.3 = 3
dot1qTpFdbStatus.3.132.52.151.243.28.0 = 4
dot1qTpFdbStatus.3.134.132.248.217.175.76 = 3
dot1qTpFdbStatus.3.140.206.78.136.239.176 = 3
dot1qTpFdbStatus.3.152.237.92.188.33.109 = 3
dot1qTpFdbStatus.3.160.208.91.72.209.0 = 3
dot1qTpFdbStatus.3.168.74.99.29.21.100 = 3
dot1qTpFdbStatus.3.172.241.8.110.126.200 = 3
dot1qTpFdbStatus.3.172.241.8.183.89.108 = 3
dot1qTpFdbStatus.3.180.176.36.105.21.208 = 3
dot1qTpFdbStatus.3.200.41.200.105.225.18 = 3
dot1qTpFdbStatus.3.214.28.180.165.130.106 = 3
dot1qTpFdbStatus.3.216.235.70.121.74.20 = 3
dot1qTpFdbStatus.3.224.247.40.171.67.197 = 3
dot1qTpFdbStatus.3.226.115.243.184.114.107 = 3
dot1qTpFdbStatus.3.230.17.80.150.120.178 = 3
dot1qTpFdbStatus.3.244.207.162.113.215.49 = 3
